genotype,date,temp,food,pheromone,neuron,cell.ID,ID,area,mean,mode,min,max,IntDen,Median,RawIntDen,notes,line,rescaledASI,medianASI,medianASJ,rescaledASJ
N2,12_6_16,20,OP50,0,ASI,1777,daf28GFP_N2_20-10.czi:z:9/19 - daf28GFP_N2_20-10.czi #1,0.985,3047.266,3040,2873,3227,3002.455,3049,286443,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1778,daf28GFP_N2_20-10.czi:z:17/19 - daf28GFP_N2_20-10.czi #1,0.87,905.446,885,840,947,787.733,906,75152,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1779,daf28GFP_N2_20-10.czi:z:6/19 - daf28GFP_N2_20-10.czi #1,0.713,1533.044,1574,1449,1603,1092.702,1537,104247,,,,,,
N2,12_6_16,20,OP50,0,ASI,1780,daf28GFP_N2_20-09.czi:z:9/21 - daf28GFP_N2_20-09.czi #1,0.472,3001.244,2972,2825,3138,1415.638,2982,135056,,,,,,
N2,12_6_16,20,OP50,0,ASI,1781,daf28GFP_N2_20-09.czi:z:9/21 - daf28GFP_N2_20-09.czi #1,0.377,2327.056,2274,2256,2406,878.107,2331,83774,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1782,daf28GFP_N2_20-09.czi:z:17/21 - daf28GFP_N2_20-09.czi #1,0.577,1932.145,2045,1668,2098,1113.886,1946,106268,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1783,daf28GFP_N2_20-09.czi:z:13/21 - daf28GFP_N2_20-09.czi #1,0.472,1821.467,1815,1695,1921,859.156,1825,81966,,,,,,
N2,12_6_16,20,OP50,0,ASI,1784,daf28GFP_N2_20-08.czi:z:12/17 - daf28GFP_N2_20-08.czi #1,1.163,1178.27,1182,1066,1251,1370.901,1182,130788,,,,,,
N2,12_6_16,20,OP50,0,ASI,1785,daf28GFP_N2_20-08.czi:z:8/17 - daf28GFP_N2_20-08.czi #1,0.639,1496.131,1484,1403,1566,956.616,1498,91264,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1786,daf28GFP_N2_20-08.czi:z:11/17 - daf28GFP_N2_20-08.czi #1,0.922,1280.148,1321,1186,1356,1180.813,1287,112653,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1787,daf28GFP_N2_20-08.czi:z:11/17 - daf28GFP_N2_20-08.czi #1,0.398,1122.237,1130,1074,1169,446.999,1124,42645,,,,,,
N2,12_6_16,20,OP50,0,ASI,1788,daf28GFP_N2_20-07.czi:z:11/18 - daf28GFP_N2_20-07.czi #1,0.88,2934.012,2973,2613,3124,2583.328,2959,246457,,,,,,
N2,12_6_16,20,OP50,0,ASI,1789,daf28GFP_N2_20-07.czi:z:7/18 - daf28GFP_N2_20-07.czi #1,0.566,2032.037,2002,1799,2184,1150.174,2057,109730,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1790,daf28GFP_N2_20-07.czi:z:6/18 - daf28GFP_N2_20-07.czi #1,0.304,2234.655,2230,2186,2285,679.277,2230,64805,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1791,daf28GFP_N2_20-07.czi:z:13/18 - daf28GFP_N2_20-07.czi #1,0.493,2083.34,2035,1955,2142,1026.352,2089,97917,,,,,,
N2,12_6_16,20,OP50,0,ASI,1792,daf28GFP_N2_20-06.czi:z:9/18 - daf28GFP_N2_20-06.czi #1,1.782,3849.671,4095,3254,4095,6859.79,3896,654444,,,,,,
N2,12_6_16,20,OP50,0,ASI,1793,daf28GFP_N2_20-06.czi:z:8/18 - daf28GFP_N2_20-06.czi #1,0.933,2472.787,2570,2208,2693,2306.827,2489,220078,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1794,daf28GFP_N2_20-06.czi:z:7/18 - daf28GFP_N2_20-06.czi #1,0.367,3048.857,3011,2923,3200,1118.519,3024,106710,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1795,daf28GFP_N2_20-06.czi:z:13/18 - daf28GFP_N2_20-06.czi #1,0.472,1644.378,1615,1567,1717,775.626,1644,73997,,,,,,
N2,12_6_16,20,OP50,0,ASI,1796,daf28GFP_N2_20-05.czi:z:11/18 - daf28GFP_N2_20-05.czi #1,0.996,3044.674,2894,2878,3221,3031.815,3052,289244,,,,,,
N2,12_6_16,20,OP50,0,ASI,1797,daf28GFP_N2_20-05.czi:z:8/18 - daf28GFP_N2_20-05.czi #1,0.88,2490.107,2626,2137,2716,2192.48,2527,209169,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1798,daf28GFP_N2_20-05.czi:z:14/18 - daf28GFP_N2_20-05.czi #1,0.765,1256.795,1242,1215,1312,961.669,1257,91746,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1799,daf28GFP_N2_20-05.czi:z:6/18 - daf28GFP_N2_20-05.czi #1,1.006,1670.01,1706,1435,1785,1680.462,1686,160321,,,,,,
N2,12_6_16,20,OP50,0,ASI,1800,daf28GFP_N2_20-04.czi:z:8/18 - daf28GFP_N2_20-04.czi #1,1.059,2589.554,2615,2449,2706,2741.478,2603,261545,,,,,,
N2,12_6_16,20,OP50,0,ASI,1801,daf28GFP_N2_20-04.czi:z:15/18 - daf28GFP_N2_20-04.czi #1,1.163,2030.64,1983,1891,2138,2362.622,2036,225401,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1802,daf28GFP_N2_20-04.czi:z:15/18 - daf28GFP_N2_20-04.czi #1,0.88,1427.417,1514,1166,1559,1256.806,1460,119903,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1803,daf28GFP_N2_20-04.czi:z:8/18 - daf28GFP_N2_20-04.czi #1,0.545,2165.981,2192,2002,2272,1180.582,2192,112631,,,,,,
N2,12_6_16,20,OP50,0,ASI,1804,daf28GFP_N2_20-03.czi:z:13/22 - daf28GFP_N2_20-03.czi #1,1.226,2499.94,2582,2262,2756,3065.871,2502,292493,,,,,,
N2,12_6_16,20,OP50,0,ASI,1805,daf28GFP_N2_20-03.czi:z:11/22 - daf28GFP_N2_20-03.czi #1,0.912,2248.77,2146,1756,2427,2050.702,2280,195643,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1806,daf28GFP_N2_20-03.czi:z:7/22 - daf28GFP_N2_20-03.czi #1,0.21,1914.1,1646,1646,1980,401.267,1931,38282,,,,,,
N2,12_6_16,20,OP50,0,ASJ,1807,daf28GFP_N2_20-03.czi:z:17/22 - daf28GFP_N2_20-03.czi #1,0.115,1954.455,1815,1815,2012,225.349,1954,21499,,,,,,
N2,12_6_16,25,OP50,0,ASI,1808,daf28GFP_N2_25-02.czi:z:15/22 - daf28GFP_N2_25-02.czi #1,0.545,2009.058,2012,1883,2133,1095.05,2012,104471,,,,,,
N2,12_6_16,25,OP50,0,ASI,1809,daf28GFP_N2_25-02.czi:z:9/22 - daf28GFP_N2_25-02.czi #1,1.467,2520.643,2528,2391,2607,3698.943,2528,352890,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1810,daf28GFP_N2_25-02.czi:z:6/22 - daf28GFP_N2_25-02.czi #1,0.954,1518.967,1568,1365,1618,1448.865,1532,138226,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1811,daf28GFP_N2_25-02.czi:z:20/22 - daf28GFP_N2_25-02.czi #1,0.996,797.368,800,727,849,794.001,800,75750,,,,,,
N2,12_6_16,25,OP50,0,ASI,1812,daf28GFP_N2_25.czi:z:13/18 - daf28GFP_N2_25.czi #1,0.43,2673.854,2687,2485,2812,1149.105,2687,109628,,,,,,
N2,12_6_16,25,OP50,0,ASI,1813,daf28GFP_N2_25.czi:z:7/18 - daf28GFP_N2_25.czi #1,0.461,2708.364,2699,2489,2821,1249.102,2721,119168,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1814,daf28GFP_N2_25.czi:z:14/18 - daf28GFP_N2_25.czi #1,0.577,1477.709,1526,1403,1552,851.903,1488,81274,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1815,daf28GFP_N2_25.czi:z:4/18 - daf28GFP_N2_25.czi #1,0.535,1753.157,1742,1675,1825,937.194,1745,89411,,,,,,
N2,12_6_16,25,OP50,0,ASI,1816,daf28GFP_N2_25-11.czi:z:9/19 - daf28GFP_N2_25-11.czi #1,0.409,2486.667,2440,2371,2580,1016.531,2482,96980,,,,,,
N2,12_6_16,25,OP50,0,ASI,1817,daf28GFP_N2_25-11.czi:z:16/19 - daf28GFP_N2_25-11.czi #1,0.556,1696.868,1738,1503,1795,942.676,1724,89934,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1818,daf28GFP_N2_25-11.czi:z:15/19 - daf28GFP_N2_25-11.czi #1,0.44,951.31,949,863,991,418.803,955,39955,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1819,daf28GFP_N2_25-11.czi:z:9/19 - daf28GFP_N2_25-11.czi #1,0.283,1145.259,1204,1047,1224,324.12,1138,30922,,,,,,
N2,12_6_16,25,OP50,0,ASI,1820,daf28GFP_N2_25-10.czi:z:9/16 - daf28GFP_N2_25-10.czi #1,0.597,4095,4095,4095,4095,2446.623,4095,233415,,,,,,
N2,12_6_16,25,OP50,0,ASI,1821,daf28GFP_N2_25-10.czi:z:12/16 - daf28GFP_N2_25-10.czi #1,1.3,4077.532,4095,3525,4095,5299.775,4095,505614,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1822,daf28GFP_N2_25-10.czi:z:7/16 - daf28GFP_N2_25-10.czi #1,0.629,3044.517,2819,2774,3290,1914.732,3063,182671,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1823,daf28GFP_N2_25-10.czi:z:14/16 - daf28GFP_N2_25-10.czi #1,0.839,2060.787,2051,1828,2329,1728.071,2055,164863,,,,,,
N2,12_6_16,25,OP50,0,ASI,1824,daf28GFP_N2_25-09.czi:z:12/17 - daf28GFP_N2_25-09.czi #1,1.74,4082.807,4095,3584,4095,7104.038,4095,677746,,,,,,
N2,12_6_16,25,OP50,0,ASI,1825,daf28GFP_N2_25-09.czi:z:9/17 - daf28GFP_N2_25-09.czi #1,0.734,4095,4095,4095,4095,3004.625,4095,286650,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1826,daf28GFP_N2_25-09.czi:z:13/17 - daf28GFP_N2_25-09.czi #1,0.943,1952.122,1931,1868,2054,1841.568,1953,175691,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1827,daf28GFP_N2_25-09.czi:z:8/17 - daf28GFP_N2_25-09.czi #1,0.639,2730.098,2716,2613,2842,1745.607,2740,166536,,,,,,
N2,12_6_16,25,OP50,0,ASI,1828,daf28GFP_N2_25-08.czi:z:13/16 - daf28GFP_N2_25-08.czi #1,1.09,2494.981,2398,2208,2709,2719.812,2509,259478,,,,,,
N2,12_6_16,25,OP50,0,ASI,1829,daf28GFP_N2_25-08.czi:z:7/16 - daf28GFP_N2_25-08.czi #1,0.88,3006.917,2863,2805,3191,2647.519,3009,252581,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1830,daf28GFP_N2_25-08.czi:z:6/16 - daf28GFP_N2_25-08.czi #1,0.629,1758.567,1738,1647,1833,1105.983,1768,105514,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1831,daf28GFP_N2_25-08.czi:z:13/16 - daf28GFP_N2_25-08.czi #1,1.048,1352.69,1394,1199,1459,1417.871,1368,135269,,,,,,
N2,12_6_16,25,OP50,0,ASI,1832,daf28GFP_N2_25-07.czi:z:18/25 - daf28GFP_N2_25-07.czi #1,0.66,2351.349,2231,2127,2588,1552.73,2362,148135,,,,,,
N2,12_6_16,25,OP50,0,ASI,1833,daf28GFP_N2_25-07.czi:z:15/25 - daf28GFP_N2_25-07.czi #1,0.66,3468.952,3482,3188,3579,2290.747,3482,218544,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1834,daf28GFP_N2_25-07.czi:z:22/25 - daf28GFP_N2_25-07.czi #1,0.839,1580.925,1523,1452,1656,1325.683,1582,126474,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1835,daf28GFP_N2_25-07.czi:z:13/25 - daf28GFP_N2_25-07.czi #1,0.734,2000.7,1997,1873,2134,1467.974,2000,140049,,,,,,
N2,12_6_16,25,OP50,0,ASI,1836,daf28GFP_N2_25-06.czi:z:15/22 - daf28GFP_N2_25-06.czi #1,1.321,4080.937,4095,3467,4095,5389.751,4095,514198,,,,,,
N2,12_6_16,25,OP50,0,ASI,1837,daf28GFP_N2_25-06.czi:z:13/22 - daf28GFP_N2_25-06.czi #1,1.929,4094.522,4095,4007,4095,7896.949,4095,753392,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1838,daf28GFP_N2_25-06.czi:z:11/22 - daf28GFP_N2_25-06.czi #1,1.331,2107.063,1937,1647,2433,2804.914,2131,267597,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1839,daf28GFP_N2_25-06.czi:z:18/22 - daf28GFP_N2_25-06.czi #1,0.671,1896.281,1806,1728,2025,1272.099,1909,121362,,,,,,
N2,12_6_16,25,OP50,0,ASI,1840,daf28GFP_N2_25-05.czi:z:15/21 - daf28GFP_N2_25-05.czi #1,2.128,3973.655,4095,3078,4095,8455.213,4095,806652,,,,,,
N2,12_6_16,25,OP50,0,ASI,1841,daf28GFP_N2_25-05.czi:z:8/21 - daf28GFP_N2_25-05.czi #1,1.792,3972.801,4095,3274,4095,7120.841,4095,679349,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1842,daf28GFP_N2_25-05.czi:z:8/21 - daf28GFP_N2_25-05.czi #1,0.608,3278.466,3296,3047,3445,1993.136,3289,190151,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1843,daf28GFP_N2_25-05.czi:z:16/21 - daf28GFP_N2_25-05.czi #1,1.048,2734.12,2662,2548,2894,2865.866,2749,273412,,,,,,
N2,12_6_16,25,OP50,0,ASI,1844,daf28GFP_N2_25-04.czi:z:16/23 - daf28GFP_N2_25-04.czi #1,1.499,2016.783,2284,1383,2355,3022.968,2076,288400,,,,,,
N2,12_6_16,25,OP50,0,ASI,1845,daf28GFP_N2_25-04.czi:z:9/23 - daf28GFP_N2_25-04.czi #1,1.897,2653.459,2770,2043,2958,5034.186,2685,480276,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1846,daf28GFP_N2_25-04.czi:z:10/23 - daf28GFP_N2_25-04.czi #1,1.279,1626.664,1780,1395,1811,2080.156,1631,198453,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1847,daf28GFP_N2_25-04.czi:z:16/23 - daf28GFP_N2_25-04.czi #1,0.535,1821.118,1759,1620,1973,973.524,1852,92877,,,,,,
N2,12_6_16,25,OP50,0,ASI,1848,daf28GFP_N2_25-03.czi:z:15/23 - daf28GFP_N2_25-03.czi #1,1.09,3000.327,2895,2636,3167,3270.697,3024,312034,,,,,,
N2,12_6_16,25,OP50,0,ASI,1849,daf28GFP_N2_25-03.czi:z:14/23 - daf28GFP_N2_25-03.czi #1,0.744,2968.155,2969,2552,3164,2208.937,2970,210739,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1850,daf28GFP_N2_25-03.czi:z:20/23 - daf28GFP_N2_25-03.czi #1,0.912,1406.586,1355,1197,1537,1282.697,1427,122373,,,,,,
N2,12_6_16,25,OP50,0,ASJ,1851,daf28GFP_N2_25-03.czi:z:10/23 - daf28GFP_N2_25-03.czi #1,0.765,1802.575,1763,1717,1875,1379.287,1804,131588,,,,,,
N2,12_6_16,27,OP50,0,ASI,1852,daf28GFP_N2_27-02.czi:z:11/18 - daf28GFP_N2_27-02.czi #1,0.66,2709.365,2762,2553,2884,1789.149,2707,170690,,,,,,
N2,12_6_16,27,OP50,0,ASI,1853,daf28GFP_N2_27-02.czi:z:9/18 - daf28GFP_N2_27-02.czi #1,0.66,2109.635,2047,1874,2217,1393.112,2125,132907,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1854,daf28GFP_N2_27-02.czi:z:15/18 - daf28GFP_N2_27-02.czi #1,0.713,683.162,687,640,714,486.935,685,46455,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1855,daf28GFP_N2_27-02.czi:z:6/18 - daf28GFP_N2_27-02.czi #1,0.702,1695.791,1714,1561,1790,1190.928,1704,113618,,,,,,
N2,12_6_16,27,OP50,0,ASI,1856,daf28GFP_N2_27.czi:z:10/17 - daf28GFP_N2_27.czi #1,1.048,1864.81,1691,1425,2168,1954.668,1875,186481,,,,,,
N2,12_6_16,27,OP50,0,ASI,1857,daf28GFP_N2_27.czi:z:8/17 - daf28GFP_N2_27.czi #1,0.807,1834.558,1889,1661,1963,1480.678,1843,141261,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1858,daf28GFP_N2_27.czi:z:13/17 - daf28GFP_N2_27.czi #1,1.321,1085.246,1121,964,1176,1433.3,1092,136741,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1859,daf28GFP_N2_27.czi:z:4/17 - daf28GFP_N2_27.czi #1,0.964,985.424,936,889,1045,950.275,993,90659,,,,,,
N2,12_6_16,27,OP50,0,ASI,1860,daf28GFP_N2_27-10.czi:z:9/17 - daf28GFP_N2_27-10.czi #1,0.493,769.574,738,668,832,379.129,771,36170,,,,,,
N2,12_6_16,27,OP50,0,ASI,1861,daf28GFP_N2_27-10.czi:z:4/17 - daf28GFP_N2_27-10.czi #1,1.426,1056.831,1015,932,1148,1506.547,1063,143729,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1862,daf28GFP_N2_27-10.czi:z:12/17 - daf28GFP_N2_27-10.czi #1,1.268,812.099,810,706,870,1029.989,820,98264,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1863,daf28GFP_N2_27-10.czi:z:5/17 - daf28GFP_N2_27-10.czi #1,1.342,570.336,566,427,630,765.207,581,73003,,,,,,
N2,12_6_16,27,OP50,0,ASI,1864,daf28GFP_N2_27-09.czi:z:9/17 - daf28GFP_N2_27-09.czi #1,0.671,3357.969,3151,2949,3817,2252.656,3358,214910,,,,,,
N2,12_6_16,27,OP50,0,ASI,1865,daf28GFP_N2_27-09.czi:z:7/17 - daf28GFP_N2_27-09.czi #1,0.577,3119.218,3088,2927,3279,1798.236,3121,171557,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1866,daf28GFP_N2_27-09.czi:z:15/17 - daf28GFP_N2_27-09.czi #1,0.629,1698.75,1688,1610,1772,1068.364,1696,101925,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1867,daf28GFP_N2_27-09.czi:z:5/17 - daf28GFP_N2_27-09.czi #1,0.566,1863.778,1852,1760,1914,1054.936,1864,100644,,,,,,
N2,12_6_16,27,OP50,0,ASI,1868,daf28GFP_N2_27-08.czi:z:11/17 - daf28GFP_N2_27-08.czi #1,1.059,1869.782,1912,1652,2036,1979.478,1890,188848,,,,,,
N2,12_6_16,27,OP50,0,ASI,1869,daf28GFP_N2_27-08.czi:z:8/17 - daf28GFP_N2_27-08.czi #1,1.237,1662.034,1633,1568,1755,2055.702,1666,196120,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1870,daf28GFP_N2_27-08.czi:z:13/17 - daf28GFP_N2_27-08.czi #1,1.436,1524.117,1488,1338,1622,2188.654,1536,208804,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1871,daf28GFP_N2_27-08.czi:z:5/17 - daf28GFP_N2_27-08.czi #1,1.09,1055.038,1050,976,1111,1150.112,1055,109724,,,,,,
N2,12_6_16,27,OP50,0,ASI,1872,daf28GFP_N2_27-07.czi:z:11/19 - daf28GFP_N2_27-07.czi #1,0.681,2296.815,2348,2097,2428,1564.868,2300,149293,,,,,,
N2,12_6_16,27,OP50,0,ASI,1873,daf28GFP_N2_27-07.czi:z:8/19 - daf28GFP_N2_27-07.czi #1,1.688,2338.783,2433,1383,2772,3946.881,2445,376544,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1874,daf28GFP_N2_27-07.czi:z:11/19 - daf28GFP_N2_27-07.czi #1,1.101,1678.029,1773,1462,1823,1846.83,1709,176193,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1875,daf28GFP_N2_27-07.czi:z:6/19 - daf28GFP_N2_27-07.czi #1,1.111,1570.264,1467,1274,1802,1744.685,1584,166448,,,,,,
N2,12_6_16,27,OP50,0,ASI,1876,daf28GFP_N2_27-06.czi:z:13/21 - daf28GFP_N2_27-06.czi #1,0.839,1173.287,1208,966,1263,983.859,1180,93863,,,,,,
N2,12_6_16,27,OP50,0,ASI,1877,daf28GFP_N2_27-06.czi:z:10/21 - daf28GFP_N2_27-06.czi #1,0.514,1018.429,1017,974,1078,523.076,1017,49903,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1878,daf28GFP_N2_27-06.czi:z:16/21 - daf28GFP_N2_27-06.czi #1,1.048,767.97,771,714,816,804.975,771,76797,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1879,daf28GFP_N2_27-06.czi:z:7/21 - daf28GFP_N2_27-06.czi #1,1.122,1424.187,1452,1267,1527,1597.31,1438,152388,,,,,,
N2,12_6_16,27,OP50,0,ASI,1880,daf28GFP_N2_27-05.czi:z:10/16 - daf28GFP_N2_27-05.czi #1,0.985,1197.383,1182,1075,1259,1179.775,1208,112554,,,,,,
N2,12_6_16,27,OP50,0,ASI,1881,daf28GFP_N2_27-05.czi:z:7/16 - daf28GFP_N2_27-05.czi #1,0.88,1215.036,1232,1070,1311,1069.81,1232,102063,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1882,daf28GFP_N2_27-05.czi:z:13/16 - daf28GFP_N2_27-05.czi #1,0.828,882.62,880,793,953,730.869,888,69727,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1883,daf28GFP_N2_27-05.czi:z:4/16 - daf28GFP_N2_27-05.czi #1,1.111,1030.406,1025,843,1128,1144.86,1044,109223,,,,,,
N2,12_6_16,27,OP50,0,ASI,1884,daf28GFP_N2_27-04.czi:z:13/21 - daf28GFP_N2_27-04.czi #1,0.472,885.6,867,805,953,417.723,889,39852,,,,,,
N2,12_6_16,27,OP50,0,ASI,1885,daf28GFP_N2_27-04.czi:z:13/21 - daf28GFP_N2_27-04.czi #1,0.43,916.341,950,840,1012,393.803,924,37570,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1886,daf28GFP_N2_27-04.czi:z:17/21 - daf28GFP_N2_27-04.czi #1,0.514,808.694,845,741,882,415.354,814,39626,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1887,daf28GFP_N2_27-04.czi:z:9/21 - daf28GFP_N2_27-04.czi #1,0.566,1478.426,1473,1385,1555,836.819,1488,79835,,,,,,
N2,12_6_16,27,OP50,0,ASI,1888,daf28GFP_N2_27-03.czi:z:19/21 - daf28GFP_N2_27-03.czi #1,0.86,1057.988,1082,945,1128,909.354,1070,86755,,,,,,
N2,12_6_16,27,OP50,0,ASI,1889,daf28GFP_N2_27-03.czi:z:15/21 - daf28GFP_N2_27-03.czi #1,0.922,974.705,988,911,1026,899.071,980,85774,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1890,daf28GFP_N2_27-03.czi:z:6/21 - daf28GFP_N2_27-03.czi #1,0.419,1013.675,1001,972,1053,425.008,1017,40547,,,,,,
N2,12_6_16,27,OP50,0,ASJ,1891,daf28GFP_N2_27-03.czi:z:13/21 - daf28GFP_N2_27-03.czi #1,0.734,606.457,609,559,642,444.976,609,42452,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1892,daf28GFP_ft7_27-02.czi:z:12/18 - daf28GFP_ft7_27-02.czi #1,1.258,1450.967,1508,1296,1573,1825.059,1466,174116,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1893,daf28GFP_ft7_27-02.czi:z:10/18 - daf28GFP_ft7_27-02.czi #1,0.514,1777.735,1768,1672,1867,913.064,1775,87109,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1894,daf28GFP_ft7_27-02.czi:z:16/18 - daf28GFP_ft7_27-02.czi #1,0.912,714.77,717,611,769,651.814,719,62185,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1895,daf28GFP_ft7_27-02.czi:z:5/18 - daf28GFP_ft7_27-02.czi #1,1.614,707.403,688,604,771,1141.894,711,108940,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1896,daf28GFP_ft7_27.czi:z:6/16 - daf28GFP_ft7_27.czi #1,0.734,2185.143,2151,1892,2381,1603.305,2188,152960,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1897,daf28GFP_ft7_27.czi:z:8/16 - daf28GFP_ft7_27.czi #1,0.786,1464.56,1520,1325,1554,1151.348,1474,109842,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1898,daf28GFP_ft7_27.czi:z:6/16 - daf28GFP_ft7_27.czi #1,1.122,757.645,795,656,814,849.743,765,81068,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1899,daf28GFP_ft7_27.czi:z:15/16 - daf28GFP_ft7_27.czi #1,1.09,740,739,683,787,806.684,740,76960,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1900,daf28GFP_ft7_27-10.czi:z:7/17 - daf28GFP_ft7_27-10.czi #1,2.243,1118.935,1079,778,1336,2509.902,1132,239452,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1901,daf28GFP_ft7_27-10.czi:z:4/17 - daf28GFP_ft7_27-10.czi #1,0.356,1054.676,950,906,1178,375.869,1081,35859,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1902,daf28GFP_ft7_27-10.czi:z:5/17 - daf28GFP_ft7_27-10.czi #1,0.88,828.357,848,751,897,729.349,837,69582,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1903,daf28GFP_ft7_27-10.czi:z:15/17 - daf28GFP_ft7_27-10.czi #1,0.88,402.167,397,382,430,354.098,401,33782,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1904,daf28GFP_ft7_27-09.czi:z:10/15 - daf28GFP_ft7_27-09.czi #1,1.604,1382.013,1348,1069,1614,2216.368,1390,211448,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1905,daf28GFP_ft7_27-09.czi:z:8/15 - daf28GFP_ft7_27-09.czi #1,0.597,1434.439,1477,1237,1547,857.028,1450,81763,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1906,daf28GFP_ft7_27-09.czi:z:12/15 - daf28GFP_ft7_27-09.czi #1,0.702,693.224,695,589,749,486.84,700,46446,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1907,daf28GFP_ft7_27-09.czi:z:5/15 - daf28GFP_ft7_27-09.czi #1,0.922,701.239,711,629,744,646.825,706,61709,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1908,daf28GFP_ft7_27-08.czi:z:8/18 - daf28GFP_ft7_27-08.czi #1,1.048,1531.34,1513,1382,1701,1605.129,1517,153134,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1909,daf28GFP_ft7_27-08.czi:z:6/18 - daf28GFP_ft7_27-08.czi #1,1.017,2165.237,2138,1961,2290,2201.484,2167,210028,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1910,daf28GFP_ft7_27-08.czi:z:6/18 - daf28GFP_ft7_27-08.czi #1,0.776,1211.865,1219,1113,1277,939.992,1219,89678,,,,,,
ft7,12_6_16,27,OP50,0,ASJ,1911,daf28GFP_ft7_27-08.czi:z:16/18 - daf28GFP_ft7_27-08.czi #1,0.702,574,585,522,606,403.111,578,38458,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1912,daf28GFP_ft7_27-07.czi:z:12/19 - daf28GFP_ft7_27-07.czi #1,0.954,1283.044,1232,1152,1375,1223.83,1286,116757,,,,,,
ft7,12_6_16,27,OP50,0,ASI,1913,daf28GFP_ft7_27-07.czi:z:8/19 - daf28GFP_ft7_27-07.czi #1,0.818,1641.731,1530,1404,1827,1342.255,1653,128055,,,,,,
